"","Age [years]","BMI [kg/m²]"
"4025",11.06,15.169895607039
"4026",11.06,19.0806411786138
"4027",11.06,22.7800893834326
"4028",11.07,19.1153860731229
"4029",11.07,17.83279761964
"4030",11.07,16.925841601204
"4031",11.07,17.7809307268617
"4032",11.07,13.8848443196776
"4033",11.07,15.9224568103359
"4034",11.07,15.2733635730735
"4035",11.07,15.5834751709517
"4036",11.07,14.6088179040497
"4037",11.08,19.539773854394
"4039",11.08,16.015651306031
"4040",11.08,15.9293135631414
"4041",11.08,16.0176855861442
"4042",11.09,18.4648126778948
"4043",11.09,17.3569321299194
"4044",11.09,19.3821446936434
"4045",11.09,13.430946826744
"4046",11.09,21.1338192418344
"4047",11.1,20.3674766448987
"4048",11.1,18.3649800151444
"4049",11.1,18.3463451257995
"4050",11.1,15.4698307272505
"4051",11.1,19.2267607759705
"4052",11.1,15.4632194521391
"4053",11.11,24.3948207918934
"4054",11.11,15.5488911888595
"4055",11.11,19.7796291319538
"4056",11.12,18.3662431981987
"4057",11.12,17.7225181018232
"4058",11.12,15.2389402332997
"4059",11.13,16.7794188881865
"4060",11.13,18.9920666728675
"4061",11.13,16.8903513751445
"4062",11.13,16.2350718701194
"4063",11.13,15.4905962968363
"4064",11.13,15.4274581530198
"4065",11.14,18.671980976861
"4066",11.14,13.6971215772948
"4067",11.14,18.8697347188114
"4068",11.15,16.5816326530612
"4069",11.15,18.6148697331416
"4070",11.16,16.7488426361549
"4071",11.16,19.4773175542406
"4072",11.16,23.8023970019516
"4073",11.16,17.6024641667305
"4074",11.16,15.1091856584772
"4075",11.16,23.520558989519
"4076",11.16,15.711122597316
"4077",11.16,15.711122597316
"4078",11.16,15.2697295604458
"4079",11.17,22.3421109135892
"4080",11.17,19.219588933347
"4081",11.17,16.4776462853386
"4082",11.17,17.1438077624622
"4083",11.17,19.9027785237989
"4084",11.18,16.2833299409729
"4085",11.18,19.3938899039492
"4086",11.18,16.1160279050897
"4087",11.18,15.4222079794905
"4088",11.18,19.5085084021209
"4089",11.18,17.0832745958532
"4090",11.18,16.9113271176354
"4091",11.18,19.3201404872655
"4092",11.18,16.9124595166785
"4093",11.19,15.617003684338
"4094",11.2,13.3331861679231
"4095",11.2,18.6822896023253
"4096",11.2,16.8916165050566
"4097",11.21,18.8094657627359
"4098",11.21,15.9360450390879
"4099",11.21,21.9686176657196
"4100",11.21,16.4550416546969
"4101",11.22,16.6880317388797
"4102",11.22,19.2681237534305
"4103",11.23,15.6012818350481
"4104",11.23,21.0965109860478
"4105",11.23,14.5562237770354
"4106",11.24,15.8901874222565
"4107",11.24,15.7536387695569
"4108",11.25,15.2925260770814
"4109",11.25,21.4079848113406
"4110",11.25,18.4435869261441
"4111",11.25,16.862868801847
"4112",11.25,17.2607460252949
"4113",11.26,16.9995493230591
"4114",11.26,18.5382463422531
"4115",11.26,15.8486052373019
"4116",11.26,14.841457869434
"4117",11.27,15.1653208491742
"4118",11.27,13.6368686380498
"4119",11.27,14.8329374974915
"4120",11.27,18.3715374951304
"4121",11.28,14.8895659505406
"4122",11.29,17.0809922403492
"4123",11.29,18.0183055087369
"4124",11.29,18.3978901353572
"4125",11.3,16.5621874861904
"4126",11.31,16.1696003853471
"4127",11.31,16.029293643924
"4128",11.32,15.9943656822739
"4129",11.32,14.9170539314449
"4130",11.32,19.7591250084918
"4131",11.33,14.8570675813338
"4132",11.33,20.2966689907727
"4133",11.33,17.2050540600909
"4134",11.33,14.5104026711027
"4135",11.34,17.120369994726
"4136",11.34,14.8026083919041
"4137",11.35,16.6193212778169
"4138",11.35,25.4040379528744
"4139",11.35,17.7067615374722
"4140",11.36,15.4091345349523
"4141",11.36,16.7767882792301
"4142",11.37,17.5533023477921
"4143",11.37,19.8498196559099
"4144",11.38,17.1812550822616
"4145",11.38,16.6872111850694
"4146",11.39,15.2406145443591
"4147",11.39,15.449432174847
"4148",11.39,15.8311986305528
"4149",11.39,17.2305494508937
"4150",11.39,15.9475841582696
"4151",11.4,15.5439829952169
"4152",11.4,25.2533701978533
"4153",11.4,15.6176346337971
"4154",11.4,16.6435680931104
"4155",11.4,25
"4156",11.41,18.2644721852237
"4157",11.41,20.5102124152678
"4158",11.42,17.4439302242791
"4159",11.42,20.5853346333284
"4160",11.42,21.1918190748447
"4161",11.43,28.3794678849772
"4162",11.43,17.0957612035053
"4163",11.43,15.1969544533809
"4164",11.43,13.5973485170392
"4165",11.43,19.1908442226836
"4166",11.43,22.2565377568
"4167",11.43,24.8512989379425
"4168",11.43,17.4222222222222
"4169",11.44,20.1205655851534
"4170",11.44,14.4697945717905
"4171",11.44,16.5981017725239
"4172",11.44,17.6171875
"4173",11.45,19.2919489028504
"4174",11.45,18.4599517557085
"4175",11.45,15.7180116560652
"4176",11.45,16.9221917622771
"4177",11.45,16.0617762867723
"4178",11.46,17.7179956081404
"4179",11.46,21.4223084281008
"4180",11.46,22.8530755000578
"4181",11.47,16.9687367825511
"4182",11.47,16.7330010637408
"4183",11.48,17.2653123084024
"4184",11.48,17.9204833410364
"4185",11.48,18.2784666880271
"4186",11.48,16.8236801438515
"4187",11.48,15.7393933857665
"4188",11.48,17.9748877665544
"4189",11.49,18.5626147212759
"4190",11.49,19.3961882273571
"4191",11.5,16.0048030657728
"4192",11.5,14.1718108054114
"4193",11.5,15.8861446916966
"4194",11.5,20.3259560253894
"4195",11.51,15.7945851114932
"4196",11.51,21.2895061279655
"4197",11.51,17.6776027411718
"4198",11.52,16.7706461096197
"4199",11.52,18.0850743172441
"4200",11.52,15.7560266802052
"4201",11.52,18.2457991831364
"4202",11.52,18.5167031554641
"4203",11.53,16.1091667602533
"4204",11.53,15.9568424855399
"4205",11.53,16.3221114979298
"4206",11.53,16.9717694796037
"4207",11.54,18.7716433848515
"4208",11.54,19.5064043091981
"4209",11.55,15.5187815106966
"4210",11.55,15.8977308327138
"4211",11.55,18.1080380941993
"4212",11.55,19.6426665113887
"4213",11.55,15.255361383841
"4214",11.56,17.4507495868898
"4215",11.56,19.0165577364258
"4216",11.56,16.9505818856468
"4217",11.56,19.208246287114
"4218",11.57,17.789826317878
"4219",11.57,17.8252801688411
"4220",11.57,17.9688965905454
"4221",11.57,16.6688324546422
"4222",11.57,18.7020211571321
"4223",11.58,21.4924245108112
"4224",11.58,15.5228700687404
"4225",11.58,20.5282161548136
"4226",11.58,14.5466408229297
"4227",11.58,16.781919379322
"4228",11.59,18.644347687544
"4229",11.59,14.5158949049209
"4230",11.59,17.7019287787522
"4231",11.59,17.144498707268
"4232",11.59,21.3035742284698
"4233",11.59,17.4089243540553
"4234",11.6,15.9221407318214
"4235",11.6,15.3044956956106
"4236",11.6,16.4992065521321
"4237",11.6,18.9981016916571
"4238",11.61,15.2364092889786
"4239",11.61,17.8360600438523
"4240",11.61,14.8239112319635
"4241",11.61,16.6602588747917
"4242",11.62,17.4176126350379
"4243",11.62,20.5016845484712
"4244",11.62,16.5042030193118
"4245",11.63,20.289133324638
"4246",11.63,21.1200500730609
"4247",11.64,17.1328638629371
"4248",11.64,17.9637584148113
"4249",11.64,24.3608753196867
"4250",11.64,15.3412806196871
"4251",11.65,18.0111936995815
"4252",11.65,15.2735950089485
"4253",11.65,17.214399923078
"4254",11.66,16.3396936307444
"4255",11.66,14.7507812406461
"4256",11.67,22.7732756164287
"4257",11.67,17.3484295105917
"4258",11.67,15.3562020032739
"4259",11.67,17.3608747157582
"4260",11.67,14.6069822873486
"4261",11.67,14.2267515256965
"4262",11.68,18.1287060490484
"4263",11.68,22.1510000405696
"4264",11.69,17.4538504099391
"4265",11.69,14.5252259908831
"4266",11.69,16.0701241782323
"4267",11.69,18.998777302165
"4269",11.7,17.0366905830489
"4270",11.7,17.2352830057688
"4271",11.7,20.5286379132894
"4272",11.71,17.3695474612545
"4273",11.71,16.8114665664347
"4274",11.71,16.0186470938306
"4275",11.72,14.8460563561991
"4276",11.72,16.7205038670927
"4277",11.72,17.9825492750546
"4278",11.72,15.7487595311747
"4279",11.72,19.3710720917784
"4280",11.73,15.8622637192942
"4281",11.73,16.0662790293102
"4282",11.73,16.7926909920379
"4283",11.73,16.4893844247939
"4284",11.73,15.7214339726043
"4285",11.74,19.7097717652721
"4286",11.74,17.4036618214468
"4287",11.74,23.948701597761
"4288",11.76,16.411871223041
"4289",11.76,17.7072271183146
"4290",11.76,15.4104184572337
"4291",11.76,15.6088015003087
"4292",11.76,17.4899525585037
"4293",11.76,18.2358595395701
"4294",11.76,21.3768805110907
"4295",11.76,20.9054709141274
"4296",11.77,20.6781620923035
"4297",11.78,18.0078125
"4298",11.79,18.7049634668682
"4299",11.79,16.4445943666723
"4300",11.79,17.0054958670734
"4301",11.79,16.2001531650845
"4302",11.79,18.6312738137661
"4303",11.79,17.085127583502
"4304",11.79,16.0789750715211
"4305",11.79,17.0346363752019
"4306",11.79,21.7581474537903
"4307",11.79,20.3359275381436
"4308",11.8,20.0998316639098
"4309",11.81,17.4425863499827
"4310",11.81,19.6044616826322
"4311",11.81,16.9755024087866
"4312",11.81,16.3481517427928
"4313",11.81,16.1446801050494
"4314",11.81,20.464011427746
"4315",11.82,17.6692965154504
"4316",11.82,16.7981200177304
"4317",11.82,15.1676155747699
"4318",11.83,14.4730494276567
"4319",11.84,14.8369613903073
"4320",11.84,15.7210113920071
"4321",11.84,16.1903541372976
"4322",11.84,16.9902599912392
"4323",11.84,19.6930584147524
"4324",11.85,19.4211512201954
"4325",11.85,16.7509190805481
"4326",11.85,17.1073122296119
"4327",11.85,17.5794291541721
"4328",11.85,16.5296663121173
"4329",11.87,17.5790320576134
"4330",11.87,14.971852916517
"4331",11.87,15.9574185152154
"4332",11.87,14.0668282548476
"4333",11.88,17.358465003641
"4334",11.88,17.4494692453105
"4335",11.89,18.7645946847548
"4336",11.89,17.4496659772639
"4337",11.89,17.5139206151046
"4338",11.89,16.1029052324857
"4339",11.9,20.5102040816327
"4340",11.91,14.8280400123152
"4341",11.91,20.6780326919697
"4342",11.91,18.9285599377238
"4343",11.91,16.4873909507052
"4344",11.91,14.5939372100356
"4345",11.92,16.948229476413
"4346",11.92,18.3109603915616
"4347",11.93,15.1637797302811
"4348",11.93,16.3319926519992
"4349",11.93,18.1690126468577
"4350",11.93,16.9120248959286
"4351",11.93,20.6501381131895
"4352",11.94,16.6434232652101
"4353",11.94,16.8195297166049
"4354",11.95,16.9921875
"4355",11.95,16.4954284098407
"4356",11.95,16.656588730628
"4357",11.95,15.8263058141052
"4358",11.95,14.192205679927
"4359",11.96,18.020683689069
"4360",11.96,18.0703485424026
"4361",11.96,16.5515990431815
"4362",11.96,16.2273584491908
"4363",11.96,21.1273763305032
"4364",11.96,19.7381432696491
"4365",11.96,19.069049026525
"4366",11.96,16.8724307889481
"4367",11.97,16.7422824435764
"4368",11.97,14.1588929609885
"4369",11.99,16.0718681102874
"4370",11.99,24.8015873015873
"4371",12,14.6959032950385
"4372",12,16.7935693983127
"4373",12,16.8061342389972
"4374",12.01,18.9757658893461
"4375",12.01,18.7109375
"4376",12.01,18.5942569941031
"4377",12.01,16.8462381300219
"4378",12.01,20.7034276014124
"4379",12.02,20.9007450585871
"4380",12.03,16
"4381",12.03,18.2722455947838
"4382",12.03,17.7302750689858
"4383",12.04,18.7580573658974
"4384",12.04,17.5990507005281
"4385",12.04,20.7156519502019
"4386",12.05,17.0262600783748
"4387",12.05,17.4411879203837
"4388",12.05,16.7070637119114
"4389",12.05,20.0652375089262
"4390",12.05,14.9993421341169
"4391",12.06,19.1802821873885
"4392",12.06,19.9795350619171
"4393",12.06,15.9357180452429
"4394",12.07,16.9784970921335
"4395",12.07,16.9234764542936
"4396",12.07,15.5768575198707
"4397",12.07,17.0942550926957
"4398",12.07,16.293705803323
"4399",12.07,15.110894253962
"4400",12.07,15.966221254782
"4401",12.07,15.5677338873954
"4402",12.07,19.2602460496433
"4403",12.08,14.4486273593999
"4404",12.08,21.6027935713095
"4405",12.08,13.4676550911809
"4406",12.08,17.2064321426963
"4407",12.09,16.793525868838
"4408",12.1,16.8001709376616
"4409",12.11,19.7883612774311
"4410",12.11,16.191601733336
"4411",12.11,17.8757240414836
"4412",12.11,17.7397247664967
"4413",12.12,24.751862577659
"4414",12.12,18.3594173054755
"4415",12.12,17.2678669946505
"4416",12.13,21.0081804581481
"4417",12.13,17.1661376953125
"4418",12.13,15.0592949987145
"4419",12.13,20.2951916478777
"4420",12.13,17.5529700765173
"4421",12.13,16.1628768234185
"4422",12.14,17.8708009081086
"4423",12.15,15.95384845935
"4424",12.15,26.5110858683025
"4425",12.15,15.5282416963783
"4426",12.15,21.6949130340991
"4427",12.15,16.0256147524186
"4428",12.16,17.7788587323887
"4429",12.16,16.4651402109596
"4430",12.16,15.8938643061335
"4431",12.16,17.8144198960302
"4432",12.17,21.7687074829932
"4433",12.17,21.9354838709677
"4434",12.18,19.6045737668624
"4435",12.18,16.0856758843547
"4436",12.18,21.0192409759872
"4437",12.18,17.2962232821935
"4438",12.18,16.8917691676172
"4439",12.19,18.7543874021921
"4440",12.19,19.5094440464226
"4441",12.19,18.3603093731957
"4442",12.19,16.6770313637292
"4443",12.19,16.6731849154071
"4444",12.19,20.3003267245312
"4445",12.2,20.006328532495
"4446",12.2,16.5701489171408
"4447",12.2,14.9088070744023
"4448",12.21,17.0657424910733
"4449",12.21,14.9203607980072
"4450",12.21,16.6602588747917
"4451",12.21,18.9324786671535
"4452",12.22,18.1640625
"4453",12.22,15.8682246207142
"4454",12.22,17.2444444444444
"4455",12.23,14.7937186029034
"4456",12.23,15.673225308642
"4457",12.23,19.1478582727639
"4458",12.23,16.8642845697805
"4459",12.24,15.2113987608662
"4460",12.24,21.4117602366345
"4461",12.25,16.2336572793901
"4462",12.25,14.1199707116296
"4463",12.26,16.5771826474878
"4464",12.26,16.6165203819426
"4465",12.27,17.6564903301152
"4466",12.27,15.9824878792494
"4467",12.28,20.5160824664121
"4468",12.28,20.006328532495
"4469",12.28,16.8050078923519
"4470",12.28,21.2588903014154
"4471",12.28,17.6547485433164
"4472",12.28,17.8487091653692
"4473",12.28,20.1347687186233
"4474",12.28,21.0575608806774
"4475",12.29,17.8431332541994
"4476",12.29,16.7559123795362
"4477",12.29,20.1225979141941
"4478",12.29,19.8446965671166
"4479",12.29,15.6329737150414
"4480",12.29,21.2992458186433
"4481",12.29,18.4404289469574
"4482",12.29,20.2644720381303
"4483",12.29,16.6637811634349
"4484",12.3,16.3901172461357
"4485",12.3,20.3343835606378
"4486",12.3,17.2499666897195
"4487",12.3,16.8906209452913
"4488",12.31,16.2476924955587
"4489",12.31,18.4568713254047
"4490",12.32,16.4873909507052
"4491",12.32,18.2792750654559
"4492",12.32,15.317865604628
"4493",12.32,21.7828597409582
"4494",12.32,16.8962350780533
"4495",12.33,20.5382689782826
"4496",12.33,20.3250154747277
"4497",12.33,16.8146108733509
"4498",12.34,21.3599145603418
"4499",12.34,18.675597826177
"4500",12.34,15.460701205104
"4501",12.34,21.9638568532634
"4502",12.34,16.862868801847
"4503",12.36,25.2765703899365
"4504",12.38,17.0988885722428
"4505",12.38,24.6845236939054
"4506",12.38,17.0476288318471
"4507",12.38,19.4641310860296
"4508",12.38,15.9375
"4509",12.38,13.6259981957299
"4510",12.38,16.4725736451308
"4511",12.39,17.3952465724307
"4512",12.39,16.2270393463214
"4513",12.39,21.3120053639205
"4514",12.4,17.3471673578215
"4515",12.4,15.0894103869195
"4516",12.4,15.9150067904029
"4517",12.4,17.8403402461515
"4518",12.41,16.9465924455038
"4519",12.41,15.6701597296252
"4520",12.41,17.8159659348121
"4521",12.42,16.5735016518663
"4522",12.42,18.3417033500734
"4523",12.42,17.9077793761581
"4524",12.43,16.3158279307047
"4525",12.44,19.9000391883231
"4526",12.44,21.9831879342736
"4527",12.44,16.6554224995783
"4528",12.44,19.8350584450971
"4529",12.44,16.542222963716
"4530",12.44,17.6636537520124
"4531",12.45,16.9059278504807
"4532",12.46,20.1919695845982
"4533",12.46,20.2589827316483
"4534",12.46,17.0095253341871
"4535",12.46,15.7815732889772
"4536",12.47,16.3790020460928
"4537",12.47,12.6644799331315
"4538",12.47,17.468039956524
"4539",12.48,20.3598967637365
"4540",12.48,18.4878870382556
"4541",12.48,16.5094589863022
"4542",12.49,16.577827766639
"4543",12.49,24.6157626142032
"4544",12.49,16.3965526050122
"4545",12.49,23.6420395421436
"4546",12.49,15.6988263984149
"4547",12.49,18.8536892995087
"4548",12.49,18.553276795629
"4549",12.49,15.3735427341545
"4550",12.5,15.6422565009946
"4551",12.5,17.6899063475546
"4552",12.5,18.3692950697018
"4553",12.5,19.3900699921936
"4554",12.5,16.9776690719018
"4555",12.51,16.9782307368629
"4556",12.51,20.270551508845
"4557",12.51,16.0618679357525
"4558",12.51,20.8171512014008
"4559",12.51,20.9466758642232
"4560",12.52,17.1761921219929
"4561",12.52,16.7831145883323
"4562",12.52,16.5124849595162
"4563",12.53,17.9799807990184
"4564",12.53,20.5983386617502
"4565",12.53,20.3501679422141
"4566",12.53,15.9712603878116
"4567",12.53,15.7231159284991
"4568",12.54,16.8686761898247
"4569",12.54,19.0603740258732
"4570",12.55,15.6503642039542
"4571",12.55,15.3746774472987
"4572",12.56,17.9912320121902
"4573",12.56,17.1920082087046
"4574",12.56,19.8155110258061
"4575",12.56,20.5947533978014
"4576",12.57,16.2655569584375
"4577",12.57,24.9452365040469
"4578",12.57,18.2211571929887
"4579",12.57,19.2318873637555
"4580",12.57,17.13270433524
"4581",12.58,24.9882699691385
"4582",12.58,26.542353603048
"4583",12.58,22.8381799848493
"4584",12.58,14.6061623193105
"4585",12.58,19.7248348045085
"4586",12.58,14.9916472214197
"4587",12.59,19.5737267822623
"4588",12.59,17.6796539750531
"4590",12.6,16.7296548248929
"4591",12.6,16.2330905306972
"4592",12.6,18.8999399587543
"4593",12.61,15.0612236690208
"4594",12.61,19.6769536140415
"4595",12.61,15.8227595212257
"4596",12.61,18.7163789536229
"4597",12.62,17.4449267718772
"4598",12.62,17.9112159303086
"4599",12.62,15.1026403596306
"4600",12.62,16.9054112684615
"4601",12.62,18.4997362976186
"4602",12.62,19.6761966283166
"4603",12.63,21.3128380339071
"4604",12.63,17.4962754709727
"4605",12.63,17.7243346108772
"4606",12.63,15.1255377022135
"4607",12.63,15.823703305563
"4608",12.64,18.6302568338678
"4609",12.64,18.655489809336
"4610",12.64,14.8138513122904
"4611",12.65,15.8803470877841
"4612",12.65,20.2335128159487
"4613",12.65,17.9208804283165
"4614",12.65,15.1083824881578
"4615",12.65,17.3610176517138
"4616",12.65,17.1633315158618
"4617",12.65,23.0693936763104
"4618",12.65,18.4622608068358
"4619",12.65,18.8676412787143
"4620",12.66,16.7193936125767
"4621",12.66,18.752362564866
"4622",12.66,14.8677689575019
"4623",12.67,22.302480175186
"4624",12.68,18.0815930495469
"4625",12.68,18.2006920415225
"4626",12.68,17.8992364003725
"4627",12.69,15.5082990777421
"4628",12.69,15.4098092427824
"4629",12.69,17.5265618066
"4630",12.69,16.2223241556001
"4631",12.7,16.8359375
"4632",12.7,18.4996798734043
"4633",12.7,16.7879170421008
"4634",12.7,16.703813670477
"4635",12.71,19.5388006272499
"4636",12.71,18.3231073448123
"4637",12.71,13.6445626033672
"4638",12.71,19.0660791554916
"4639",12.71,20.9989672928927
"4640",12.72,16.8798797627237
"4641",12.72,14.4471454325036
"4642",12.73,20.2384335287237
"4643",12.73,17.2994767991948
"4644",12.73,23.4680935267531
"4645",12.74,17.6364043604246
"4646",12.74,26.8726338561385
"4647",12.74,16.3356458266561
"4648",12.75,14.8133625243713
"4649",12.75,16.7111098333202
"4650",12.75,17.1223182514247
"4651",12.75,18.009298786596
"4652",12.76,18.8509654702454
"4653",12.76,15.15829186636
"4654",12.76,18.8205474609227
"4655",12.76,18.291447018247
"4656",12.76,17.0582886640675
"4657",12.77,17.1339688964921
"4658",12.77,18.0999748174263
"4659",12.77,15.8467603185048
"4660",12.77,24.6163230184405
"4661",12.77,19.1880194008154
"4662",12.77,19.1788583357095
"4663",12.77,14.9079239538953
"4664",12.78,17.6083397373785
"4665",12.79,17.6897888516692
"4666",12.79,21.248879814488
"4667",12.79,18.2925139272549
"4668",12.79,18.730314624778
"4669",12.79,15.6015712551504
"4670",12.79,17.9580606781678
"4671",12.8,18.5546875
"4672",12.8,17.7230769230769
"4673",12.8,20.1122326204154
"4674",12.8,18.238359658842
"4675",12.8,17.8143735909546
"4676",12.8,15.2480338394904
"4677",12.81,16.0651037274414
"4678",12.81,17.4343350738318
"4679",12.81,19.3394407921435
"4680",12.81,17.6967642176802
"4681",12.82,18.6637875479646
"4682",12.82,19.3316496387053
"4683",12.82,19.8753481137704
"4684",12.83,15.8606763426932
"4685",12.83,22.8023382761432
"4686",12.84,20.5688569332743
"4687",12.84,16.9253015789831
"4688",12.85,16.8051646461666
"4689",12.85,16.2488730089092
"4690",12.85,21.3176482588037
"4691",12.86,20.9169709024927
"4692",12.86,18.7226951830335
"4693",12.86,18.7783446712018
"4694",12.86,18.913652870097
"4695",12.87,12.9995155200641
"4696",12.87,16.3014624299337
"4697",12.87,19.2698504862825
"4698",12.88,17.9266295022953
"4699",12.88,18.7085559343875
"4700",12.88,17.9376095003715
"4701",12.88,17.1912945381871
"4702",12.88,17.5146311247811
"4703",12.88,16.0021493413221
"4704",12.88,17.0858346681991
"4705",12.88,16.5116904058049
"4706",12.89,16.957304728135
"4707",12.89,17.6483256587871
"4708",12.89,18.8652528619199
"4709",12.9,18.4565322343645
"4710",12.9,19.6161529614633
"4711",12.9,24.442344064383
"4712",12.91,18.6912954867675
"4713",12.91,15.4884458924603
"4714",12.91,16.149630049244
"4715",12.92,16.7804710644118
"4716",12.93,14.2076142889811
"4717",12.93,19.6186235477823
"4718",12.93,19.7534687290618
"4719",12.93,15.782727127063
"4720",12.93,16.9984480416938
"4721",12.93,19.0739725550596
"4722",12.94,17.5564936335937
"4723",12.94,17.2499666897195
"4724",12.94,16.3472824761975
"4725",12.94,22.5339334527288
"4726",12.94,15.3146254673213
"4727",12.94,16.714674023287
"4728",12.95,19.9592863685528
"4729",12.95,19.0088654895887
"4730",12.95,17.8794624158279
"4731",12.95,17.9843689926951
"4732",12.96,21.0854096604791
"4733",12.97,18.3877441654421
"4734",12.97,18.1867896704075
"4735",12.97,16.9809870313448
"4736",12.97,19.8874083416469
"4737",12.97,17.5196656199894
"4738",12.97,15.8931676407539
"4739",12.98,18.6104146654691
"4740",12.98,16.8918918918919
"4741",12.98,19.4711172077427
"4742",12.98,20.3649324438026
"4743",12.98,21.8773585881039
"4744",12.99,21.9299571680524
"4745",12.99,14.0649583998329
"4746",12.99,15.9178653131362
"4747",12.99,21.8158233507925
"4748",12.99,17.4039624255446
"4749",12.99,18.1112795142364
"4750",13,16.8977211876004
"4751",13,18.5077660037741
"4752",13,19.4461529687464
"4753",13,23.1958515848901
"4754",13,16.0080698214991
"4755",13,13.9353171760162
"4756",13,17.0029857242932
"4757",13,19.2470483403876
"4758",13,20.570652883285
"4759",13,18.8284313243777
"4760",13.01,19.9246700486889
"4761",13.01,19.1083776223064
"4762",13.01,19.9035876410338
"4763",13.01,16.4719391846548
"4764",13.01,15.6503642039542
"4765",13.01,19.5800889719243
"4766",13.01,18.1208911075952
"4767",13.02,20.6699331317009
"4768",13.02,17.8530681538139
"4769",13.02,20.6773979180723
"4770",13.02,18.774123739644
"4771",13.02,18.9494514871348
"4772",13.03,18.0178109738581
"4773",13.03,15.2415790275873
"4774",13.03,16.1566867600681
"4775",13.03,27.5154528748735
"4776",13.04,20.0346020761246
"4777",13.04,17.7373514496816
"4778",13.04,16.8078740847687
"4779",13.05,17.7149630240408
"4780",13.05,17.1171597633136
"4781",13.05,14.332672235795
"4782",13.05,21.6511675991292
"4783",13.06,18.6807578013191
"4784",13.07,18.6675554244274
"4785",13.07,18.2136869379668
"4786",13.07,27.4228103339635
"4787",13.07,19.6512132496989
"4788",13.07,15.495303292018
"4789",13.07,18.9472695282193
"4790",13.07,18.6620596631591
"4791",13.07,17.8010664171903
"4792",13.07,17.5113241803918
"4793",13.08,16.8813928683789
"4794",13.08,17.3694846070697
"4795",13.08,19.1010288412886
"4796",13.09,20.7149270919117
"4797",13.09,18.9358786793606
"4798",13.09,16.5686236372307
"4799",13.1,16.4325420673077
"4800",13.1,13.9922895369928
"4801",13.1,16.0328236937032
"4802",13.1,17.224803717353
"4803",13.1,21.6608996539792
"4804",13.1,20.076361733898
"4805",13.11,18.2679212193954
"4806",13.11,15.4320987654321
"4807",13.11,17.3787307174597
"4808",13.11,18.4036944986713
"4809",13.11,22.9402141582391
"4810",13.11,17.3820272156194
"4811",13.11,23.7370242214533
"4812",13.11,22.9226361031519
"4813",13.11,23.8331439337694
"4814",13.12,19.0769612308455
"4815",13.12,16.8875905387053
"4816",13.12,14.901198574668
"4817",13.12,18.7016656751933
"4818",13.12,19.1917296439721
"4819",13.12,16.0828241439197
"4820",13.12,19.7000001036842
"4821",13.13,20.9563622091803
"4822",13.13,18.1823491456034
"4823",13.13,21.2571428571429
"4824",13.13,17.8395061728395
"4825",13.13,16.679639719782
"4826",13.13,26.7963426427721
"4827",13.14,19.1452399879389
"4828",13.14,17.3630489513959
"4829",13.14,23.8845983391577
"4830",13.14,14.9295396036021
"4831",13.15,16.4798643524054
"4832",13.15,17.6607568393479
"4833",13.15,16.8864820799488
"4834",13.15,16.9330906382161
"4835",13.15,23.5893962912186
"4836",13.16,18.6213861886125
"4837",13.16,15.2046601863453
"4838",13.17,18.0939834398015
"4839",13.17,18.3522371302611
"4840",13.17,17.3388833522682
"4841",13.17,16.6147455867082
"4842",13.18,18.4814623128929
"4843",13.18,19.1822014327689
"4844",13.18,21.2179633804965
"4845",13.18,17.2531127490918
"4846",13.19,17.9568250164999
"4847",13.19,18.8975642313699
"4848",13.19,17.4333185916198
"4849",13.19,21.4550846361293
"4850",13.19,16.7080686163096
"4851",13.19,15.6528851873885
"4852",13.2,20.5472995658589
"4853",13.2,17.4340862926028
"4854",13.21,18.8496565606111
"4855",13.21,27.6093370498965
"4856",13.21,23.5390606768188
"4857",13.21,17.8647177146541
"4858",13.21,21.5465100650324
"4859",13.21,19.7000001036842
"4860",13.22,17.0832745958532
"4861",13.22,16.9695561606892
"4862",13.22,21.8084719707944
"4863",13.22,17.149380265907
"4864",13.22,19.8653458531407
"4865",13.23,16.5734868406515
"4866",13.23,18.2507141397086
"4867",13.23,24.1615229508052
"4868",13.23,18.0589317906295
"4869",13.23,16.1566867600681
"4870",13.23,19.0032638479739
"4871",13.23,18.2468820861678
"4872",13.23,18.0717388235099
"4873",13.24,17.0764959348784
"4874",13.24,17.7932901154087
"4875",13.24,16.6923845847769
"4876",13.24,18.4153564951129
"4877",13.24,15.1300005781015
"4878",13.25,16.6665126892767
"4879",13.25,18.6538280517025
"4880",13.26,15.1357162053212
"4881",13.26,18.1931883958168
"4882",13.26,18.2183224271267
"4883",13.26,17.9783908337425
"4884",13.27,17.156262035643
"4885",13.27,20.2973601268623
"4886",13.27,16.7216497182827
"4887",13.28,14.2387429268082
"4888",13.29,17.5143548050035
"4889",13.29,17.5932370293656
"4890",13.29,17.8683038996457
"4891",13.3,18.7572708596322
"4892",13.3,15.297414225865
"4893",13.3,17.5146311247811
"4894",13.3,14.9991877362949
"4895",13.3,18.36589162604
"4896",13.31,17.9987068098956
"4897",13.31,18.4897241752299
"4898",13.31,15.5917471598257
"4899",13.32,21.3219533844931
"4900",13.33,16.025641025641
"4901",13.33,17.9122033186305
"4902",13.33,19.1244990031123
"4903",13.34,16.2410742217092
"4904",13.34,18.7180337685628
"4905",13.34,18.7895960100701
"4906",13.35,16.23054588736
"4907",13.35,18.5524437569935
"4908",13.36,17.4262253935243
"4909",13.36,16.6747060636122
